city,lat,lng,iso2,admin_name
Craig,40.517,-107.5558,US,Colorado
Colorado Springs,38.8673,-104.7605,US,Colorado
Berthoud,40.3059,-105.0412,US,Colorado
Trinidad,37.1748,-104.4907,US,Colorado
Durango,37.2744,-107.8702,US,Colorado
Westminster,39.8837,-105.0627,US,Colorado
Grand Junction,39.0881,-108.5675,US,Colorado
La Junta,37.9797,-103.5473,US,Colorado
Frederick,40.1096,-104.9677,US,Colorado
Lafayette,39.9946,-105.0996,US,Colorado
Broomfield,39.9541,-105.0526,US,Colorado
Gunnison,38.5455,-106.9226,US,Colorado
Federal Heights,39.8651,-105.0154,US,Colorado
Greenwood Village,39.6152,-104.913,US,Colorado
Eaton,40.5251,-104.7133,US,Colorado
Arvada,39.8321,-105.1508,US,Colorado
Aurora,39.7085,-104.7274,US,Colorado
Basalt,39.3663,-107.0412,US,Colorado
Woodland Park,38.9988,-105.0595,US,Colorado
Dacono,40.0617,-104.95,US,Colorado
Brush,40.2581,-103.6322,US,Colorado
Lamar,38.0739,-102.6155,US,Colorado
Littleton,39.5912,-105.0193,US,Colorado
Sterling,40.6207,-103.1919,US,Colorado
Pagosa Springs,37.2675,-107.03,US,Colorado
Gypsum,39.6286,-106.9343,US,Colorado
Glenwood Springs,39.5459,-107.3348,US,Colorado
Glendale,39.7036,-104.9352,US,Colorado
Steamboat Springs,40.4774,-106.8233,US,Colorado
Canon City,38.443,-105.2201,US,Colorado
Castle Rock,39.3761,-104.8536,US,Colorado
Salida,38.5303,-105.9987,US,Colorado
Pueblo,38.2701,-104.613,US,Colorado
Sheridan,39.6466,-105.0181,US,Colorado
Breckenridge,39.4997,-106.0433,US,Colorado
Fort Lupton,40.0829,-104.7982,US,Colorado
Fruita,39.154,-108.7285,US,Colorado
Longmont,40.1691,-105.0995,US,Colorado
Fort Collins,40.5487,-105.0656,US,Colorado
Commerce City,39.8638,-104.8434,US,Colorado
Carbondale,39.3946,-107.2145,US,Colorado
Boulder,40.0274,-105.2514,US,Colorado
Englewood,39.6469,-104.9942,US,Colorado
Cherry Hills Village,39.6375,-104.9481,US,Colorado
Milliken,40.3105,-104.8556,US,Colorado
Golden,39.7406,-105.2122,US,Colorado
Greeley,40.415,-104.7697,US,Colorado
Florence,38.3821,-105.1117,US,Colorado
Johnstown,40.3491,-104.949,US,Colorado
Northglenn,39.9107,-104.9783,US,Colorado
Monument,39.0736,-104.8468,US,Colorado
New Castle,39.5785,-107.5262,US,Colorado
Kodiak,57.7933,-152.4029,US,Alaska
Anchorage,61.1508,-149.1091,US,Alaska
Wasilla,61.5769,-149.4668,US,Alaska
Palmer,61.5974,-149.1147,US,Alaska
Soldotna,60.4863,-151.0676,US,Alaska
Kenai,60.5614,-151.1976,US,Alaska
Homer,59.653,-151.5256,US,Alaska
Fairbanks,64.8353,-147.6533,US,Alaska
Ketchikan,55.3567,-131.6712,US,Alaska
Sitka,57.2405,-135.3152,US,Alaska
Juneau,58.4566,-134.1776,US,Alaska
Pinson,33.7064,-86.6654,US,Alabama
Hoover,33.3761,-86.8065,US,Alabama
Trussville,33.6389,-86.5832,US,Alabama
Bessemer,33.3709,-86.9713,US,Alabama
Spanish Fort,30.7257,-87.8602,US,Alabama
Center Point,33.6447,-86.6851,US,Alabama
Lanett,32.8572,-85.2082,US,Alabama
Phenix City,32.4586,-85.025,US,Alabama
Sheffield,34.7556,-87.7008,US,Alabama
Hamilton,34.1346,-87.9755,US,Alabama
Gadsden,34.009,-86.0156,US,Alabama
Calera,33.1249,-86.745,US,Alabama
Clay,33.698,-86.6068,US,Alabama
Talladega,33.4329,-86.0976,US,Alabama
Scottsboro,34.6438,-86.0491,US,Alabama
Russellville,34.5056,-87.7282,US,Alabama
Alabaster,33.2197,-86.8233,US,Alabama
Glencoe,33.9447,-85.9319,US,Alabama
Opelika,32.6621,-85.3773,US,Alabama
Pike Road,32.2909,-86.0917,US,Alabama
Tuscaloosa,33.2349,-87.5268,US,Alabama
Sylacauga,33.1779,-86.2606,US,Alabama
Montgomery,32.347,-86.2663,US,Alabama
Fairhope,30.5235,-87.8827,US,Alabama
Rainbow City,33.9337,-86.0923,US,Alabama
Hartselle,34.4392,-86.9399,US,Alabama
Alexander City,32.924,-85.9353,US,Alabama
Wetumpka,32.5406,-86.2054,US,Alabama
Mobile,30.6782,-88.1161,US,Alabama
Clanton,32.8417,-86.623,US,Alabama
Muscle Shoals,34.7426,-87.6336,US,Alabama
Oxford,33.5963,-85.8718,US,Alabama
Selma,32.4166,-87.0336,US,Alabama
Tuscumbia,34.7204,-87.7035,US,Alabama
Satsuma,30.8579,-88.0634,US,Alabama
Northport,33.2584,-87.5981,US,Alabama
Daleville,31.2914,-85.7114,US,Alabama
Pelham,33.3117,-86.7569,US,Alabama
Prattville,32.4602,-86.4595,US,Alabama
Homewood,33.4617,-86.8092,US,Alabama
Montevallo,33.1254,-86.848,US,Alabama
Gulf Shores,30.2718,-87.708,US,Alabama
Lincoln,33.5935,-86.1372,US,Alabama
Enterprise,31.3276,-85.8459,US,Alabama
Jacksonville,33.8084,-85.7544,US,Alabama
Robertsdale,30.5533,-87.706,US,Alabama
Vestavia Hills,33.4516,-86.7443,US,Alabama
Valley,32.8088,-85.1771,US,Alabama
Arab,34.3309,-86.499,US,Alabama
Dothan,31.2335,-85.4066,US,Alabama
Decatur,34.5733,-86.9919,US,Alabama
Pleasant Grove,33.4936,-86.9782,US,Alabama
Bay Minette,30.8938,-87.7912,US,Alabama
Saraland,30.8439,-88.0954,US,Alabama
Leeds,33.5429,-86.5636,US,Alabama
Chickasaw,30.7715,-88.0794,US,Alabama
Tarrant,33.5941,-86.7684,US,Alabama
Anniston,33.6713,-85.8137,US,Alabama
Brent,32.9421,-87.1753,US,Alabama
Cullman,34.1791,-86.8402,US,Alabama
Auburn,32.6084,-85.4897,US,Alabama
Birmingham,33.5276,-86.7986,US,Alabama
Millbrook,32.5033,-86.3729,US,Alabama
Helena,33.2855,-86.8748,US,Alabama
Pell City,33.5609,-86.2669,US,Alabama
Midfield,33.4552,-86.9226,US,Alabama
Tuskegee,32.4395,-85.7139,US,Alabama
Fort Payne,34.4559,-85.6954,US,Alabama
Oneonta,33.9385,-86.4936,US,Alabama
Demopolis,32.498,-87.8298,US,Alabama
Atmore,31.0927,-87.4763,US,Alabama
Guntersville,34.3674,-86.2634,US,Alabama
Moody,33.5986,-86.4963,US,Alabama
Attalla,34.0049,-86.104,US,Alabama
Orange Beach,30.2941,-87.5851,US,Alabama
Athens,34.7846,-86.9516,US,Alabama
Foley,30.3994,-87.6645,US,Alabama
Huntsville,34.699,-86.6412,US,Alabama
Smiths Station,32.5285,-85.096,US,Alabama
Brewton,31.1111,-87.0737,US,Alabama
Prichard,30.7735,-88.1301,US,Alabama
Andalusia,31.3101,-86.4781,US,Alabama
Mountain Brook,33.4871,-86.7401,US,Alabama
Daphne,30.6291,-87.8872,US,Alabama
Troy,31.8021,-85.9665,US,Alabama
Jasper,33.8514,-87.2719,US,Alabama
Eufaula,31.9102,-85.1505,US,Alabama
Gardendale,33.6677,-86.8069,US,Alabama
Albertville,34.2631,-86.2106,US,Alabama
Madison,34.7113,-86.7617,US,Alabama
Greenville,31.8437,-86.6379,US,Alabama
Fairfield,33.4747,-86.9194,US,Alabama
Ozark,31.4508,-85.6473,US,Alabama
Hueytown,33.4237,-87.0223,US,Alabama
Southside,33.9007,-86.0237,US,Alabama
Irondale,33.544,-86.6599,US,Alabama
Chelsea,33.3258,-86.6287,US,Alabama
Boaz,34.1985,-86.1529,US,Alabama
Rainsville,34.4939,-85.8435,US,Alabama
Florence,34.83,-87.6658,US,Alabama
Fultondale,33.6177,-86.8015,US,Alabama
Springdale,36.1897,-94.1574,US,Arkansas
Batesville,35.7687,-91.6226,US,Arkansas
Clarksville,35.4567,-93.4808,US,Arkansas
Pea Ridge,36.449,-94.1212,US,Arkansas
Centerton,36.3551,-94.296,US,Arkansas
Stuttgart,34.4958,-91.5483,US,Arkansas
West Memphis,35.1531,-90.1995,US,Arkansas
Osceola,35.6947,-89.993,US,Arkansas
Beebe,35.0713,-91.9002,US,Arkansas
Arkadelphia,34.1245,-93.0719,US,Arkansas
Bella Vista,36.4667,-94.2708,US,Arkansas
Van Buren,35.4479,-94.3525,US,Arkansas
Monticello,33.6254,-91.7935,US,Arkansas
Jonesboro,35.8211,-90.6793,US,Arkansas
Rogers,36.3172,-94.1515,US,Arkansas
Heber Springs,35.5003,-92.0339,US,Arkansas
North Little Rock,34.7813,-92.2378,US,Arkansas
Blytheville,35.9326,-89.9053,US,Arkansas
Hot Springs,34.4915,-93.0488,US,Arkansas
Camden,33.5672,-92.8466,US,Arkansas
Siloam Springs,36.1838,-94.5319,US,Arkansas
Maumelle,34.8525,-92.3994,US,Arkansas
Helena-West Helena,34.5311,-90.6202,US,Arkansas
Searcy,35.2419,-91.7351,US,Arkansas
El Dorado,33.2182,-92.6641,US,Arkansas
Little Rock,34.7255,-92.3584,US,Arkansas
Benton,34.5769,-92.5716,US,Arkansas
Crossett,33.1284,-91.9631,US,Arkansas
Marion,35.2039,-90.2059,US,Arkansas
Newport,35.6243,-91.2319,US,Arkansas
Lowell,36.2563,-94.152,US,Arkansas
Wynne,35.2324,-90.7897,US,Arkansas
Sherwood,34.8509,-92.2029,US,Arkansas
Forrest City,35.0101,-90.7875,US,Arkansas
Farmington,36.037,-94.2537,US,Arkansas
Fayetteville,36.0713,-94.166,US,Arkansas
Conway,35.0754,-92.4696,US,Arkansas
Harrison,36.2438,-93.1198,US,Arkansas
Mena,34.5811,-94.2373,US,Arkansas
Hope,33.6677,-93.5908,US,Arkansas
Pine Bluff,34.2119,-92.0174,US,Arkansas
Alma,35.4914,-94.2183,US,Arkansas
De Queen,34.0428,-94.3423,US,Arkansas
Mountain Home,36.3345,-92.3845,US,Arkansas
Magnolia,33.2777,-93.2261,US,Arkansas
Greenwood,35.2135,-94.2411,US,Arkansas
White Hall,34.2735,-92.1004,US,Arkansas
Malvern,34.369,-92.8186,US,Arkansas
Warren,33.6113,-92.0675,US,Arkansas
Morrilton,35.1555,-92.7387,US,Arkansas
Pocahontas,36.2636,-90.9698,US,Arkansas
Bryant,34.6144,-92.4903,US,Arkansas
Walnut Ridge,36.0843,-90.9465,US,Arkansas
Fort Smith,35.3494,-94.3695,US,Arkansas
Russellville,35.2761,-93.1385,US,Arkansas
Trumann,35.6763,-90.5229,US,Arkansas
Bentonville,36.3579,-94.2286,US,Arkansas
Cabot,34.9765,-92.0268,US,Arkansas
Jacksonville,34.8805,-92.1303,US,Arkansas
Paragould,36.0561,-90.5149,US,Arkansas
Texarkana,33.4365,-93.9961,US,Arkansas
Barre,44.1997,-72.5083,US,Vermont
Winooski,44.4951,-73.1842,US,Vermont
Montpelier,44.2658,-72.5717,US,Vermont
Burlington,44.4877,-73.2314,US,Vermont
Saint Albans,44.8119,-73.0846,US,Vermont
South Burlington,44.4622,-73.2203,US,Vermont
Essex Junction,44.4903,-73.114,US,Vermont
Rutland,43.6091,-72.9782,US,Vermont
Bellows Falls,43.1344,-72.455,US,Vermont
East Alton,38.8837,-90.1077,US,Illinois
Homer Glen,41.6043,-87.9495,US,Illinois
Waterloo,38.3403,-90.1538,US,Illinois
Chicago Ridge,41.7034,-87.7795,US,Illinois
Libertyville,42.287,-87.9671,US,Illinois
Elburn,41.8838,-88.4615,US,Illinois
Willow Springs,41.7351,-87.8836,US,Illinois
New Lenox,41.5089,-87.9697,US,Illinois
Burbank,41.7444,-87.7686,US,Illinois
Algonquin,42.1629,-88.3158,US,Illinois
Hanover Park,41.9819,-88.1447,US,Illinois
Lockport,41.5897,-88.029,US,Illinois
Quincy,39.9335,-91.3796,US,Illinois
Harvey,41.6076,-87.6521,US,Illinois
South Holland,41.5977,-87.6022,US,Illinois
Maywood,41.8798,-87.8442,US,Illinois
Mokena,41.5324,-87.8779,US,Illinois
Long Grove,42.197,-88.0059,US,Illinois
Elk Grove Village,42.0061,-87.9929,US,Illinois
Countryside,41.7741,-87.8752,US,Illinois
Cicero,41.8445,-87.7593,US,Illinois
Peoria Heights,40.7466,-89.5701,US,Illinois
Montgomery,41.7237,-88.363,US,Illinois
Addison,41.9314,-88.0086,US,Illinois
Harrisburg,37.7373,-88.5457,US,Illinois
Oak Brook,41.8373,-87.9512,US,Illinois
Vandalia,38.9754,-89.1117,US,Illinois
Dwight,41.0985,-88.4238,US,Illinois
River Forest,41.895,-87.8194,US,Illinois
Milan,41.4417,-90.5597,US,Illinois
Frankfort,41.4913,-87.8395,US,Illinois
Evanston,42.0463,-87.6942,US,Illinois
Chatham,39.6714,-89.6962,US,Illinois
Godfrey,38.9582,-90.2158,US,Illinois
Freeport,42.2895,-89.6354,US,Illinois
Clinton,40.1469,-88.9635,US,Illinois
Arlington Heights,42.0955,-87.9825,US,Illinois
Deerfield,42.1655,-87.8515,US,Illinois
Markham,41.6,-87.6905,US,Illinois
Charleston,39.4845,-88.1779,US,Illinois
Channahon,41.4202,-88.2623,US,Illinois
Hillside,41.8674,-87.9019,US,Illinois
Spring Valley,41.3358,-89.2034,US,Illinois
Chicago,41.8373,-87.6861,US,Illinois
DeKalb,41.9299,-88.7478,US,Illinois
Marengo,42.2311,-88.6156,US,Illinois
Lincolnshire,42.1961,-87.9179,US,Illinois
Posen,41.6291,-87.6858,US,Illinois
Benton,38.011,-88.9179,US,Illinois
Wood River,38.8633,-90.0774,US,Illinois
Anna,37.4612,-89.2388,US,Illinois
West Frankfort,37.8997,-88.9302,US,Illinois
Carpentersville,42.1227,-88.2894,US,Illinois
Mattoon,39.4774,-88.3623,US,Illinois
Washington,40.7039,-89.4349,US,Illinois
Taylorville,39.5328,-89.2804,US,Illinois
Beach Park,42.4261,-87.8584,US,Illinois
Hickory Hills,41.7248,-87.8281,US,Illinois
Elgin,42.0385,-88.3227,US,Illinois
Lynwood,41.5233,-87.5507,US,Illinois
Berwyn,41.8433,-87.7909,US,Illinois
Mendota,41.5552,-89.1046,US,Illinois
Lemont,41.6697,-87.9831,US,Illinois
Morris,41.3744,-88.43,US,Illinois
Oak Forest,41.6055,-87.7527,US,Illinois
Hazel Crest,41.5732,-87.6899,US,Illinois
Naperville,41.7483,-88.1656,US,Illinois
Granite City,38.7296,-90.1263,US,Illinois
Jerseyville,39.118,-90.3276,US,Illinois
Peoria,40.7518,-89.6153,US,Illinois
Sycamore,41.9955,-88.6816,US,Illinois
Crystal Lake,42.233,-88.3352,US,Illinois
Maryville,38.7264,-89.9643,US,Illinois
Pontoon Beach,38.7209,-90.0598,US,Illinois
Belleville,38.515,-89.9865,US,Illinois
Du Quoin,38.0019,-89.2323,US,Illinois
Pinckneyville,38.0851,-89.3718,US,Illinois
Hillsboro,39.167,-89.4735,US,Illinois
Bensenville,41.9595,-87.9435,US,Illinois
Mount Vernon,38.3144,-88.9173,US,Illinois
River Grove,41.9243,-87.8379,US,Illinois
Park Ridge,42.0125,-87.8436,US,Illinois
Metropolis,37.1566,-88.7083,US,Illinois
Columbia,38.4581,-90.2157,US,Illinois
Willowbrook,41.7635,-87.9456,US,Illinois
Calumet Park,41.665,-87.6578,US,Illinois
Centralia,38.5222,-89.1233,US,Illinois
Galesburg,40.9506,-90.3763,US,Illinois
Sauk Village,41.4907,-87.5702,US,Illinois
Mundelein,42.2692,-88.0102,US,Illinois
Silvis,41.4978,-90.4101,US,Illinois
Midlothian,41.6254,-87.7243,US,Illinois
Coal City,41.278,-88.2791,US,Illinois
Harwood Heights,41.9663,-87.8057,US,Illinois
Morton Grove,42.0423,-87.789,US,Illinois
Breese,38.6138,-89.5231,US,Illinois
Justice,41.7495,-87.8345,US,Illinois
Lansing,41.5646,-87.5459,US,Illinois
Lisle,41.7925,-88.0881,US,Illinois
Centreville,38.58,-90.1037,US,Illinois
Westmont,41.7948,-87.9742,US,Illinois
Melrose Park,41.9029,-87.8642,US,Illinois
Plainfield,41.6202,-88.2258,US,Illinois
Broadview,41.8584,-87.8562,US,Illinois
Joliet,41.5201,-88.1503,US,Illinois
Carterville,37.763,-89.0839,US,Illinois
Prospect Heights,42.1039,-87.9267,US,Illinois
Morton,40.6137,-89.4668,US,Illinois
Brookfield,41.8245,-87.847,US,Illinois
Lakemoor,42.3398,-88.203,US,Illinois
Minooka,41.4507,-88.2792,US,Illinois
Lindenhurst,42.4179,-88.0257,US,Illinois
Edwardsville,38.7925,-89.9884,US,Illinois
Glenview,42.0825,-87.8215,US,Illinois
Clarendon Hills,41.7981,-87.9569,US,Illinois
Peru,41.348,-89.1352,US,Illinois
Vernon Hills,42.2342,-87.9608,US,Illinois
Streator,41.125,-88.8303,US,Illinois
Bloomingdale,41.9497,-88.0892,US,Illinois
Normal,40.522,-88.9877,US,Illinois
Collinsville,38.6768,-90.0053,US,Illinois
Monee,41.4172,-87.7504,US,Illinois
Rolling Meadows,42.0747,-88.0252,US,Illinois
Litchfield,39.1963,-89.6288,US,Illinois
Stickney,41.8183,-87.773,US,Illinois
Dolton,41.6284,-87.5979,US,Illinois
Wood Dale,41.9665,-87.9808,US,Illinois
Danville,40.1422,-87.6113,US,Illinois
Gurnee,42.3707,-87.9391,US,Illinois
Rockton,42.45,-89.0631,US,Illinois
Antioch,42.4744,-88.072,US,Illinois
Summit,41.7877,-87.8146,US,Illinois
Lake Zurich,42.1958,-88.0872,US,Illinois
Glenwood,41.5412,-87.6119,US,Illinois
La Salle,41.3576,-89.0727,US,Illinois
Mount Zion,39.7792,-88.8828,US,Illinois
Northfield,42.1025,-87.7791,US,Illinois
Orland Park,41.6075,-87.8618,US,Illinois
Lawrenceville,38.7263,-87.6874,US,Illinois
Bellwood,41.8829,-87.8762,US,Illinois
Elmhurst,41.8973,-87.9432,US,Illinois
Forest Park,41.8683,-87.8157,US,Illinois
Island Lake,42.2783,-88.2001,US,Illinois
Riverside,41.831,-87.8169,US,Illinois
Bourbonnais,41.1831,-87.8781,US,Illinois
Saint Joseph,40.1139,-88.0353,US,Illinois
Round Lake,42.3439,-88.1059,US,Illinois
Flossmoor,41.5391,-87.6857,US,Illinois
Alsip,41.6701,-87.7368,US,Illinois
Streamwood,42.0209,-88.1778,US,Illinois
Warrenville,41.821,-88.1856,US,Illinois
Plano,41.6758,-88.5295,US,Illinois
Yorkville,41.6551,-88.4509,US,Illinois
Sterling,41.7997,-89.6952,US,Illinois
Lombard,41.8739,-88.0158,US,Illinois
Sandwich,41.6496,-88.6175,US,Illinois
Troy,38.727,-89.8967,US,Illinois
Savoy,40.06,-88.2552,US,Illinois
Orland Hills,41.5905,-87.8413,US,Illinois
East Saint Louis,38.6156,-90.1305,US,Illinois
Swansea,38.5502,-89.9854,US,Illinois
Chillicothe,40.9152,-89.5018,US,Illinois
Bridgeview,41.7402,-87.8067,US,Illinois
Wilmington,41.3197,-88.1434,US,Illinois
Palos Hills,41.6986,-87.8266,US,Illinois
Geneseo,41.4508,-90.154,US,Illinois
Moline,41.4825,-90.4917,US,Illinois
West Dundee,42.0984,-88.3072,US,Illinois
Carbondale,37.7219,-89.2237,US,Illinois
Bartlett,41.9804,-88.2074,US,Illinois
West Chicago,41.8958,-88.2252,US,Illinois
Rantoul,40.3032,-88.1551,US,Illinois
Springfield,39.7713,-89.6538,US,Illinois
Saint Charles,41.9192,-88.3111,US,Illinois
Roscoe,42.4252,-89.0084,US,Illinois
Pekin,40.5677,-89.6264,US,Illinois
Carol Stream,41.9183,-88.1309,US,Illinois
Westchester,41.8492,-87.8906,US,Illinois
Hawthorn Woods,42.2315,-88.0622,US,Illinois
Park City,42.3521,-87.8917,US,Illinois
Huntley,42.16,-88.433,US,Illinois
Hinsdale,41.8005,-87.9273,US,Illinois
Lyons,41.8121,-87.8192,US,Illinois
Skokie,42.036,-87.74,US,Illinois
Spring Grove,42.4547,-88.2404,US,Illinois
Northlake,41.9143,-87.9053,US,Illinois
Canton,40.5631,-90.0411,US,Illinois
Johnsburg,42.384,-88.2475,US,Illinois
Niles,42.0278,-87.8099,US,Illinois
Braidwood,41.2696,-88.2233,US,Illinois
Byron,42.1273,-89.2622,US,Illinois
Cahokia,38.5651,-90.1776,US,Illinois
Oak Park,41.8872,-87.7899,US,Illinois
Dixon,41.8436,-89.4786,US,Illinois
East Moline,41.5198,-90.3878,US,Illinois
South Beloit,42.4821,-89.0249,US,Illinois
Monticello,40.0338,-88.5729,US,Illinois
Herrin,37.7984,-89.0304,US,Illinois
Carmi,38.0857,-88.1727,US,Illinois
Effingham,39.12,-88.5509,US,Illinois
Richton Park,41.4821,-87.7353,US,Illinois
Machesney Park,42.3666,-89.0266,US,Illinois
Bolingbrook,41.6911,-88.1012,US,Illinois
Highland Park,42.1825,-87.8105,US,Illinois
Palos Heights,41.6637,-87.7959,US,Illinois
Batavia,41.849,-88.3089,US,Illinois
Homewood,41.5591,-87.661,US,Illinois
Ottawa,41.3528,-88.8319,US,Illinois
Tinley Park,41.5671,-87.8049,US,Illinois
Shiloh,38.554,-89.9163,US,Illinois
Loves Park,42.3365,-88.9976,US,Illinois
Lake Bluff,42.2826,-87.851,US,Illinois
Waukegan,42.3697,-87.8716,US,Illinois
Chicago Heights,41.5101,-87.6347,US,Illinois
South Elgin,41.9907,-88.3133,US,Illinois
Pana,39.3828,-89.0642,US,Illinois
Marion,37.717,-88.9274,US,Illinois
Itasca,41.9773,-88.0181,US,Illinois
Rock Falls,41.7733,-89.6932,US,Illinois
Downers Grove,41.7947,-88.017,US,Illinois
Pontiac,40.8881,-88.6415,US,Illinois
Rock Island,41.4699,-90.5827,US,Illinois
Park Forest,41.4817,-87.6867,US,Illinois
Mascoutah,38.5191,-89.8045,US,Illinois
Schiller Park,41.9586,-87.8693,US,Illinois
La Grange,41.8072,-87.8741,US,Illinois
Schaumburg,42.0307,-88.0838,US,Illinois
McHenry,42.3388,-88.2932,US,Illinois
Robbins,41.6431,-87.708,US,Illinois
Princeton,41.3815,-89.4649,US,Illinois
Northbrook,42.1292,-87.8352,US,Illinois
Salem,38.6278,-88.9582,US,Illinois
Rochelle,41.9199,-89.0634,US,Illinois
Woodridge,41.7372,-88.041,US,Illinois
Oak Lawn,41.7139,-87.7528,US,Illinois
Steger,41.4723,-87.6176,US,Illinois
Oswego,41.6832,-88.3382,US,Illinois
Wilmette,42.077,-87.7282,US,Illinois
Champaign,40.1148,-88.2731,US,Illinois
Berkeley,41.8891,-87.9114,US,Illinois
University Park,41.446,-87.7154,US,Illinois
Campton Hills,41.95,-88.4166,US,Illinois
Bradley,41.1634,-87.8466,US,Illinois
Colona,41.468,-90.3448,US,Illinois
Glen Ellyn,41.8669,-88.063,US,Illinois
Winnetka,42.1065,-87.7421,US,Illinois
Gillespie,39.1258,-89.8173,US,Illinois
Murphysboro,37.7679,-89.3321,US,Illinois
Urbana,40.1106,-88.1972,US,Illinois
Elmwood Park,41.9225,-87.8163,US,Illinois
Lake Villa,42.4184,-88.0834,US,Illinois
Kankakee,41.1019,-87.8643,US,Illinois
Hampshire,42.1112,-88.5119,US,Illinois
Manhattan,41.4274,-87.9803,US,Illinois
Burr Ridge,41.7485,-87.9198,US,Illinois
Lincolnwood,42.0054,-87.7329,US,Illinois
Wauconda,42.2749,-88.136,US,Illinois
Riverdale,41.644,-87.6366,US,Illinois
Robinson,39.0089,-87.733,US,Illinois
Crete,41.4398,-87.623,US,Illinois
Crestwood,41.6454,-87.7396,US,Illinois
Genoa,42.0924,-88.6966,US,Illinois
Bartonville,40.6397,-89.6608,US,Illinois
Fairview Heights,38.5974,-90.0053,US,Illinois
Zion,42.4599,-87.8511,US,Illinois
Shorewood,41.518,-88.2149,US,Illinois
Calumet City,41.6133,-87.5502,US,Illinois
Glencoe,42.1347,-87.7641,US,Illinois
Wheaton,41.856,-88.1083,US,Illinois
Poplar Grove,42.3508,-88.8344,US,Illinois
Villa Park,41.8864,-87.9779,US,Illinois
Wheeling,42.1308,-87.9239,US,Illinois
Bethalto,38.9016,-90.0472,US,Illinois
North Riverside,41.8461,-87.8263,US,Illinois
Kewanee,41.2399,-89.9258,US,Illinois
Franklin Park,41.936,-87.8794,US,Illinois
Highwood,42.206,-87.8129,US,Illinois
East Peoria,40.6738,-89.5422,US,Illinois
Gilberts,42.1096,-88.3716,US,Illinois
Crest Hill,41.5722,-88.1125,US,Illinois
Winfield,41.8774,-88.1505,US,Illinois
Lincoln,40.1507,-89.372,US,Illinois
Blue Island,41.6578,-87.6812,US,Illinois
Glendale Heights,41.9196,-88.0784,US,Illinois
Alton,38.9033,-90.1523,US,Illinois
La Grange Park,41.8308,-87.8723,US,Illinois
Decatur,39.8555,-88.9337,US,Illinois
Romeoville,41.631,-88.1014,US,Illinois
Matteson,41.5095,-87.7469,US,Illinois
Paris,39.6148,-87.6905,US,Illinois
Evergreen Park,41.7213,-87.7013,US,Illinois
Worth,41.6877,-87.7916,US,Illinois
Norridge,41.9637,-87.8231,US,Illinois
Buffalo Grove,42.1673,-87.9615,US,Illinois
Creve Coeur,40.6422,-89.5987,US,Illinois
Manteno,41.2505,-87.8442,US,Illinois
North Aurora,41.8083,-88.3412,US,Illinois
Aurora,41.7638,-88.2901,US,Illinois
Macomb,40.472,-90.6816,US,Illinois
Harvard,42.4297,-88.6212,US,Illinois
Hoffman Estates,42.0638,-88.1463,US,Illinois
Rockford,42.2594,-89.0646,US,Illinois
Carlinville,39.2782,-89.8766,US,Illinois
Sugar Grove,41.7714,-88.4471,US,Illinois
Round Lake Park,42.3311,-88.0752,US,Illinois
Mount Carmel,38.419,-87.7696,US,Illinois
Glen Carbon,38.758,-89.9839,US,Illinois
Monmouth,40.9142,-90.642,US,Illinois
Inverness,42.1152,-88.1019,US,Illinois
Mount Prospect,42.0653,-87.937,US,Illinois
Round Lake Beach,42.379,-88.0811,US,Illinois
Staunton,39.0112,-89.7935,US,Illinois
Eureka,40.7148,-89.2775,US,Illinois
Bloomington,40.4756,-88.9698,US,Illinois
Lake in the Hills,42.1913,-88.3478,US,Illinois
Beardstown,39.9996,-90.4181,US,Illinois
Country Club Hills,41.5638,-87.7246,US,Illinois
Western Springs,41.8022,-87.9006,US,Illinois
Olney,38.7286,-88.0841,US,Illinois
Des Plaines,42.0343,-87.9008,US,Illinois
Palatine,42.1181,-88.043,US,Illinois
Belvidere,42.2545,-88.8647,US,Illinois
Cary,42.2128,-88.2491,US,Illinois
Chester,37.9199,-89.826,US,Illinois
Darien,41.7447,-87.9823,US,Illinois
Roselle,41.9807,-88.0862,US,Illinois
Greenville,38.8867,-89.3894,US,Illinois
Woodstock,42.3103,-88.4357,US,Illinois
Mahomet,40.188,-88.3907,US,Illinois
Lake Forest,42.238,-87.8596,US,Illinois
North Chicago,42.3172,-87.8596,US,Illinois
Highland,38.7606,-89.681,US,Illinois
Pingree Grove,42.0857,-88.4362,US,Illinois
Grayslake,42.3403,-88.0342,US,Illinois
Geneva,41.8831,-88.3236,US,Illinois
Jacksonville,39.7291,-90.232,US,Illinois
Barrington,42.1516,-88.128,US,Illinois
Fox Lake,42.426,-88.1847,US,Illinois
Winthrop Harbor,42.4806,-87.8294,US,Illinois
O'Fallon,38.597,-89.9154,US,Illinois
Fort Valley,32.5522,-83.8816,US,Georgia
Buford,34.1183,-83.9918,US,Georgia
Richmond Hill,31.9207,-81.3181,US,Georgia
Atlanta,33.7627,-84.4231,US,Georgia
Sugar Hill,34.1082,-84.0558,US,Georgia
Swainsboro,32.5866,-82.3345,US,Georgia
Toccoa,34.5807,-83.3256,US,Georgia
Sylvester,31.53,-83.8337,US,Georgia
Cedartown,34.0217,-85.25,US,Georgia
Wrightsville,32.7265,-82.7197,US,Georgia
Cochran,32.3875,-83.3523,US,Georgia
Moultrie,31.1591,-83.7705,US,Georgia
Milledgeville,33.0874,-83.2414,US,Georgia
